sector,index,name,netIncome,totalRevenue,marketCap_netIncome,growth_revenue,currentPrice,growth_income,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Financial Services,5025,MFS Municipal Income Trust,0,0,0,0,6.35,0,41187631,261541456.85,MFM,0,0
Real Estate,5027,MFA Financial Inc. 8.00% Senior Notes due 2042,318189000.0,394148000.0,0.0,0.05807563088350525,25.94,0.031103278877275577,0,0.0,MFO,0,0.0
Financial Services,5029,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,0,0,0,1.4368029512800984,12.12,1.8003380872118957,8477033,102741639.96,MFT,0,0
,5030,PIMCO Equitiy Series RAFI Dynamic Multi-Factor U.S. Equity,0,0,0,0,29.451,0,2520000,74216520.0,MFUS,0,0
Financial Services,5031,MFS Special Value Trust,0,0,0,0,5.5,0,7140581,39273195.5,MFV,0,0
,5034,Vanguard Mega Cap,0,0,0,0,99.642,0,15400000,1534486800.0,MGC,0,0
Financial Services,5037,MFS Government Markets Income Trust,0,0,0,0,4.35,0,32601117,141814858.95,MGF,0,0
,5040,Vanguard Mega Cap Growth,0,0,0,0,125.01,0,32614005,4077076765.05,MGK,0,0
Healthcare,5047,Magenta Therapeutics Inc.,-45363000.0,0,-7.589279385181756,0,10.45,-2.763227653483194,32944735,344272480.75,MGTA,-1.376942324775112,0
Healthcare,5048,MeiraGTx Holdings plc,-60383289.0,0,-6.010076102346793,0,13.35,-0.5931391202055711,27184132,362908162.2,MGTX,-2.2212697098439635,0
Financial Services,5049,Macquarie Global Infrastructure Total Return Fund Inc.,0,0,0,0,21.1,0,12468293,263080982.3,MGU,0,0
,5050,Vanguard Mega Cap Value,0,0,0,0,80.48,0,26704818,2149203752.6400003,MGV,0,0
Energy,5051,Magnolia Oil & Gas Corporation Class A,-4234497.0,0,-587.5681451515966,0,14.59,0,170531566,2488055547.94,MGY,-0.024831162343281362,0
,5052,,0,0,0,0,4.45,0,0,0.0,MGY+,0,0
Financial Services,5055,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,-155188000.0,2858162000.0,-0.0,0.06937791423664892,18.62,-4.468681094324214,0,0.0,MH-C,0,0.0
Financial Services,5056,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,-155188000.0,2858162000.0,-0.0,0.06937791423664892,17.5,-4.468681094324214,0,0.0,MH-D,0,0.0
Financial Services,5057,Blackrock MuniHoldings Fund Inc.,0,0,0,0,14.605,0,14191210,207262622.05,MHD,0,0
Financial Services,5058,BlackRock Massachusetts Tax-Exempt Trust,0,0,0,-0.8698336898023823,12,-1.0506633562395924,2371023,28452276.0,MHE,0,0
Financial Services,5059,Western Asset Municipal High Income Fund Inc.,0,0,0,0,6.94,0,21632934,150132561.96,MHF,0,0
Financial Services,5061,Pioneer Municipal High Income Trust of Beneficial Interest,0,0,0,0,10.96,0,22771349,249573985.04000002,MHI,0,0
,5063,Maiden Holdings Ltd. 6.625% Notes due 2046,0,0,0,0,17.7,0,0,0.0,MHLA,0,0
Financial Services,5065,Blackrock MuniHoldings New York Quality Fund Inc.,0,0,0,0,11.69,0,31132023,363933348.87,MHN,0,0
,5066,Maiden Holdings North America Ltd. 7.75% Notes due 2043,0,0,0,0,20.98,0,0,0.0,MHNC,0,0
,5072,Direxion Mid Cap Bull 3X Shares,0,0,0,0,48.012,0,1300132,62421937.584,MIDU,0,0
,5073,Direxion Mid Cap Bear 3X Shares,0,0,0,0,11.578,0,464407,5376904.245999999,MIDZ,0,0
Financial Services,5074,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,0,0,0,0,10.58,0,26793340,283473537.2,MIE,0,0
,5076,Global X Millennials Thematic ETF,0,0,0,0,22.72,0,750149,17043385.279999997,MILN,0,0
Financial Services,5078,MFS Intermediate Income Trust,0,0,0,0,3.72,0,117717129,437907719.88,MIN,0,0
,5079,AdvisorShares Newfleet Multi-sector Income,0,0,0,0,47.812,0,2850000,136264200.0,MINC,0,0
Technology,5081,Mitcham Industries Inc. Series A 9.00% Series A Cumulative Preferred Stock,-23534000.0,34970000.0,-0.0,0.1774921339544867,23.6,0.3644919011854131,0,0.0,MINDP,0,0.0
,5083,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,0,0,0,0,101.45,0,104120000,10562974000.0,MINT,0,0
Real Estate,5086,AG Mortgage Investment Trust Inc.,76684371.0,0,6.507706902622961,0,17.68,0.8616905033859158,28226211,499039410.48,MITT,2.7167787770026943,0
Real Estate,5087,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,76684371.0,0,0.0,0,25.4,0.8616905033859158,0,0.0,MITT-A,0,0
Real Estate,5088,AG Mortgage Investment Trust Inc. Preferred Series B,76684371.0,0,0.0,0,25.15,0.8616905033859158,0,0.0,MITT-B,0,0
Financial Services,5089,Eaton Vance Michigan Municipal Bond Fund of Beneficial Interest $.01 par value,0,0,0,-0.7279799038708784,12.43,-0.9401073962857881,1500065,18645807.95,MIW,0,0
Financial Services,5091,Blackrock MuniYield Michigan Quality Fund Inc.,0,0,0,2.3805651210248593,12.23,3.4328034114753727,29578269,361742229.87,MIY,0,0
,5092,ETFMG Alternative Harvest,0,0,0,0,39.24,0,15650000,614106000.0,MJ,0,0
,5105,VanEck Vectors AMT-Free Long Municipal Index,0,0,0,0,19.12,0,7950000,152004000.0,MLN,0,0
,5109,Global X MLP,0,0,0,0,9.84,0,40612544,399627432.96,MLPA,0,0
,5110,ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2 2040,0,0,0,0,24.675,0,400000,9870000.0,MLPB,0,0
,5111,C-Tracks ETNs based on Performance of the Miller/Howard MLP Fundamental Index,0,0,0,0,15.135,0,7000000,105945000.0,MLPC,0,0
,5112,C-Tracks ETN on Miller/Howard Fundamental MLP Index Series B Due July 13 2026,0,0,0,0,23.332,0,0,0.0,MLPE,0,0
,5113,UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9 2040,0,0,0,0,25.271,0,400000,10108400.0,MLPG,0,0
,5114,UBS AG ETN,0,0,0,0,24.7,0,65005000,1605623500.0,MLPI,0,0
,5115,Credit Suisse Group Exchange Traded Notes due December 4 2034 Linked to the S&P MLP Index,0,0,0,0,15.282,0,0,0.0,MLPO,0,0
,5116,UBS AG ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN Series B due February 12 2046,0,0,0,0,36.878,0,2070000,76337460.0,MLPQ,0,0
,5117,Global X MLP & Energy Infrastructure,0,0,0,0,13.61,0,6450000,87784500.0,MLPX,0,0
,5118,Morgan Stanley Cushing MLP High Income Index ETN,0,0,0,0,6.855,0,1191632,8168637.36,MLPY,0,0
,5119,UBS AG ETRACS ETRACS 2xMonthly Leveraged S&P MLP Index ETN Series B due February 12 2046,0,0,0,0,43.578,0,860000,37477080.0,MLPZ,0,0
,5120,iShares 5-10 Year Investment Grade Corporate Bond,0,0,0,0,46.99,0,200000,9398000.0,MLQD,0,0
,5123,Credit Suisse X-Links Multi-Asset High Income Exchange Traded Notes (ETNs) due September 28 2035,0,0,0,0,27.667,0,0,0.0,MLTI,0,0
Financial Services,5127,MainStay MacKay DefinedTerm Municipal Opportunities Fund,0,0,0,0,19.4,0,27562111,534704953.4,MMD,0,0
Industrials,5128,Modern Media Acquisition Corp.,1039337.0,0,60.913820560607384,0,10.09,1397.8950617283951,6274528,63309987.519999996,MMDM,0.1656438540078234,0
,5129,Modern Media Acquisition Corp. Right,0,0,0,0,0.4699,0,0,0.0,MMDMR,0,0
Industrials,5130,Modern Media Acquisition Corp. Unit,1039337.0,0,0.0,0,10.8,1397.8950617283951,0,0.0,MMDMU,0,0
,5131,Modern Media Acquisition Corp. Warrant,0,0,0,0,0.559601,0,0,0.0,MMDMW,0,0
,5133,IQ MacKay Municipal Insured,0,0,0,0,24.47,0,650001,15905524.469999999,MMIN,0,0
,5134,IQ MacKay Municipal Intermediate,0,0,0,0,24.525,0,1200001,29430024.525,MMIT,0,0
Financial Services,5140,MFS Multimarket Income Trust,0,0,0,0,5.42,0,67925746,368157543.32,MMT,0,0
,5141,SPDR S&P 1500 Momentum Tilt,0,0,0,0,125.817,0,350000,44035950.0,MMTM,0,0
Financial Services,5142,Western Asset Managed Municipals Fund Inc.,0,0,0,0,11.67,0,43288734,505179525.78,MMU,0,0
Financial Services,5143,Eaton Vance Massachusetts Municipal Income Trust Shares of Beneficial Interest,0,0,0,11.500569831441991,12.06,4.259587657097335,2737021,33008473.26,MMV,0,0
,5146,IQ Merger Arbitrage,0,0,0,0,31.66,0,19500000,617370000.0,MNA,0,0
Financial Services,5148,Blackrock Muni New York Intermediate Duration Fund Inc,0,0,0,2.319123040309326,12.19,1.1275367959988087,4209844,51317998.36,MNE,0,0
Healthcare,5154,MediciNova Inc.,-17588215.0,0,-28.263504654110722,0,11.87,-0.027347466804417714,41879073,497104596.51,MNOV,-0.4199762253572327,0
Financial Services,5155,Western Asset Municipal Partners Fund Inc.,0,0,0,0,13.33,0,9719063,129555109.79,MNP,0,0
Real Estate,5157,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,54108367.0,116566546.0,0.0,0.1677594092205373,23.8,0.23931977180019995,0,0.0,MNR-C,0,0.0
,5163,VanEck Vectors Morningstar Wide Moat,0,0,0,0,46.37,0,37550000,1741193500.0,MOAT,0,0
,5174,AGFiQ U.S. Market Neutral Momentum Fund,0,0,0,0,24.77,0,250000,6192500.0,MOM,0,0
,5176,VanEck Vectors Agribusiness,0,0,0,0,65.081,0,12800000,833036800.0,MOO,0,0
,5178,ETRACS Monthly Pay 2XLeveraged Mortgage REIT ETN,0,0,0,0,15.7,0,30246496,474869987.2,MORL,0,0
,5180,VanEck Vectors Mortgage REIT Income,0,0,0,0,23.21,0,6400000,148544000.0,MORT,0,0
Industrials,5182,Mosaic Acquisition Corp. Class A,2246968.0,0,43.70247179310075,0,9.82,0,9999802,98198055.64,MOSC,0.22470124908473188,0
,5183,,0,0,0,0,1.31,0,0,0.0,MOSC+,0,0
Industrials,5184,Mosaic Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-third of one Warrant,2246968.0,0,156.916587152109,0,10.2199,0,34500000,352586550.00000006,MOSC=,0.06512950724637681,0
,5186,VanEck Vectors Morningstar International Moat,0,0,0,0,31.71,0,2700000,85617000.0,MOTI,0,0
Financial Services,5191,Blackrock MuniYield Pennsylvania Quality Fund,0,0,0,17.64830641796854,12.47,1.9283700763178233,13352365,166503991.55,MPA,0,0
Industrials,5193,Matlin & Partners Acquisition Corporation,1992315.0,0,46.927601689491865,0,10.03,152.5114,9321492,93494564.75999999,MPAC,0.21373348815833346,0
Industrials,5194,Matlin & Partners Acquisition Corporation Unit,1992315.0,0,0.0,0,10.75,152.5114,0,0.0,MPACU,0,0
,5195,Matlin & Partners Acquisition Corporation Warrants,0,0,0,0,0.8,0,0,0.0,MPACW,0,0
,5198,iShares MSCI Global Impact ETF,0,0,0,0,56.15,0,650000,36497500.0,MPCT,0,0
Financial Services,5201,Barings Participation Investors,0,0,0,0,14.8,0,10493532,155304273.6,MPV,0,0
Financial Services,5206,Blackrock MuniYield Quality Fund II Inc.,0,0,0,0,11.36,0,22558009,256258982.23999998,MQT,0,0
Financial Services,5207,Blackrock MuniYield Quality Fund Inc.,0,0,0,0,12.84,0,30712248,394345264.32,MQY,0,0
,5212,,0,0,0,0,24.95,0,0,0.0,MRCCL,0,0
,5214,ProShares Merger,0,0,0,0,36.31,0,100001,3631036.31,MRGR,0,0
Healthcare,5218,Marinus Pharmaceuticals Inc.,-24411000.0,0,-12.085621016754741,0,7.28,0.34022274203121183,40525013,295022094.64,MRNS,-0.6023687148477904,0
,5220,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN Series B due October 16 2042,0,0,0,0,15.26,0,2110000,32198600.0,MRRL,0,0
Financial Services,5229,Morgan Stanley DEPOSITARY SHARES SERIES E,7529000000.0,38089000000.0,0.0,0.09602274464247501,27.35,0.02207727044656297,0,0.0,MS-E,0,0.0
Financial Services,5230,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,7529000000.0,38089000000.0,0.0,0.09602274464247501,26.9,0.02207727044656297,0,0.0,MS-F,0,0.0
Financial Services,5232,Morgan Stanley Depository Shares Series 1,7529000000.0,38089000000.0,0.0,0.09602274464247501,26.26,0.02207727044656297,0,0.0,MS-I,0,0.0
Financial Services,5233,Morgan Stanley Depositary Shares Series K,7529000000.0,38089000000.0,0.0,0.09602274464247501,25.21,0.02207727044656297,0,0.0,MS-K,0,0.0
Financial Services,5239,Morgan Stanley Emerging Markets Debt Fund Inc.,0,0,0,0,8.56,0,20863377,178590507.12,MSD,0,0
Financial Services,5241,Morgan Stanley Emerging Markets Fund Inc.,0,0,0,0,16.61,0,13857333,230170301.13,MSF,0,0
,5251,LHA Market State U.S. Tactical,0,0,0,0,25.69,0,0,0.0,MSUS,0,0
Financial Services,5255,M&T Bank Corporation Warrant (Expiring December 23 2018),1524096000.0,5772480000.0,0.0,0.06350291348959182,95.46,0.07086229786923415,0,0.0,MTB+,0,0.0
,5256,,0,0,0,0,0,0,0,0.0,MTB-,0,0
Industrials,5263,MTech Acquisition Corp.,107562.0,0,210.02472666926982,0,10.57,0,2137245,22590679.650000002,MTEC,0.05032740748019062,0
Industrials,5264,MTech Acquisition Corp. Unit,107562.0,0,0.0,0,12,0,0,0.0,MTECU,0,0
,5265,MTech Acquisition Corp. Warrant,0,0,0,0,1.49,0,0,0.0,MTECW,0,0
Healthcare,5268,Motif Bio plc,-7606208.0,0,-16.829528401011387,0,8.63,-0.11124963799745374,14833012,128008893.56000002,MTFB,-0.5127891759273168,0
,5269,Motif Bio plc Warrant,0,0,0,0,2.55,0,0,0.0,MTFBW,0,0
,5273,MECHEL-PREF SPON ADR,0,0,0,0,0,0,0,0.0,MTL-,0,0
Healthcare,5278,Midatech Pharma PLC,0,0,0,0.2020154657769731,0.58,0.1273799589106306,30592067,17743398.86,MTP,0,0
Financial Services,5285,Western Asset Municipal Defined Opportunity Trust Inc,0,0,0,0,19.81,0,12170451,241096634.30999997,MTT,0,0
,5286,iShares Edge MSCI USA Momentum Factor,0,0,0,0,115.34,0,87250000,10063415000.0,MTUM,0,0
Financial Services,5291,Blackrock MuniAssets Fund Inc,0,0,0,0,12.63,0,36007711,454777389.93,MUA,0,0
,5292,iShares National Muni Bond,0,0,0,0,106.94,0,89800000,9603212000.0,MUB,0,0
Financial Services,5293,Blackrock MuniHoldings California Quality Fund Inc.,0,0,0,7.3003673932263435,12.34,1.6909857364128118,41002483,505970640.21999997,MUC,0,0
Industrials,5294,Mudrick Capital Acquisition Corporation,456029.0,0,133.5648210091902,0,9.71,0,6272856,60909431.760000005,MUDS,0.07269878345684964,0
Industrials,5295,Mudrick Capital Acquisition Corporation Unit,456029.0,0,0.0,0,10.32,0,0,0.0,MUDSU,0,0
,5296,Mudrick Capital Acquisition Corporation Warrant,0,0,0,0,0.67,0,0,0.0,MUDSW,0,0
Financial Services,5297,Blackrock MuniHoldings Quality Fund II Inc.,0,0,0,1.5942288684362314,11.45,1.6977274886912308,22520759,257862690.54999998,MUE,0,0
Financial Services,5299,Blackrock MuniHoldings Fund II Inc.,0,0,0,0,12.89,0,11336282,146124674.98000002,MUH,0,0
Financial Services,5300,Blackrock Muni Intermediate Duration Fund Inc,0,0,0,0,12.44,0,38296266,476405549.03999996,MUI,0,0
Financial Services,5301,Blackrock MuniHoldings New Jersey Quality Fund Inc.,0,0,0,5.4396926541960005,12.34,3.636723759218475,30153865,372098694.1,MUJ,0,0
,5302,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,0,0,0,0,52.17,0,5260000,274414200.0,MUNI,0,0
Financial Services,5304,Blackrock MuniHoldings Quality Fund Inc,0,0,0,0,11.23,0,13018276,146195239.48000002,MUS,0,0
,5309,MVC Capital Inc. 6.25% Senior Notes due 2022,0,0,0,0,25.304,0,0,0.0,MVCD,0,0
Financial Services,5310,Blackrock MuniVest Fund Inc.,0,0,0,-0.8800212331942153,8.45,-1.055210689435767,64836371,547867334.9499999,MVF,0,0
,5311,Natixis ETF Trust,0,0,0,0,43.641,0,0,0.0,MVIN,0,0
Financial Services,5314,Blackrock MuniVest Fund II Inc.,0,0,0,0,13.13,0,21305383,279739678.79,MVT,0,0
,5315,ProShares Ultra MidCap400,0,0,0,0,42.67,0,3425000,146144750.0,MVV,0,0
,5319,Nationwide Maximum Diversification Emerging Markets Core Equity,0,0,0,0,21.36,0,1200000,25632000.0,MXDE,0,0
,5320,Nationwide Maximum Diversification U.S. Core Equity,0,0,0,0,28.93,0,4050000,117166500.0,MXDU,0,0
Financial Services,5321,Mexico Equity and Income Fund Inc. (The),0,0,0,0,11.8434,0,6982546,82697085.29640001,MXE,0,0
Financial Services,5322,Mexico Fund Inc. (The),0,0,0,0,15.7,0,15005224,235582016.79999998,MXF,0,0
,5323,iShares Global Materials,0,0,0,0,65.09,0,3950000,257105500.0,MXI,0,0
Financial Services,5327,Blackrock MuniYield California Fund Inc.,0,0,0,26.28253800360179,12.45,1.7231999443627888,21419494,266672700.29999998,MYC,0,0
Financial Services,5328,Blackrock MuniYield Fund Inc.,0,0,0,0,13.12,0,46890851,615207965.12,MYD,0,0
Financial Services,5330,Blackrock MuniYield Investment Fund,0,0,0,2.7957919036380754,13.88,2.4584955272943216,13697962,190127712.56,MYF,0,0
Financial Services,5333,Blackrock MuniYield Quality Fund III Inc,0,0,0,6.804935020442544,11.65,2.2199902266150016,68150681,793955433.65,MYI,0,0
Financial Services,5334,Blackrock MuniYield New Jersey Fund Inc,0,0,0,5.008477446974622,12.77,5.824305059107533,24158105,308499000.84999996,MYJ,0,0
Financial Services,5336,Blackrock MuniYield New York Quality Fund Inc.Common Stock,0,0,0,2.5606421191843562,11.26,1.4587136953360988,39586584,445744935.84,MYN,0,0
,5338,MYnd Analytics Inc. Warrant,0,0,0,0,0.25,0,0,0.0,MYNDW,0,0
Healthcare,5342,Myovant Sciences Ltd.,-182072000.0,0,-8.172587158486753,0,21.81,-0.7168624161073825,68225552,1487999289.12,MYOV,-2.668677565261766,0
Technology,5344,My Size Inc.,-6524000.0,0,-4.690577688534641,0,1.03,-0.24688509460083063,29710028,30601328.84,MYSZ,-0.21958915690015507,0
,5345,ProShares Short MidCap400,0,0,0,0,43.224,0,243667,10532262.408,MYY,0,0
Financial Services,5346,Blackrock MuniYield Arizona Fund Inc.,0,0,0,1.883168475412064,12.39,2.6467866147670227,4634215,57417923.85,MZA,0,0
,5348,ProShares UltraShort MidCap400,0,0,0,0,17.11,0,204498,3498960.78,MZZ,0,0
Financial Services,5349,Nuveen California Quality Municipal Income Fund,0,0,0,0,12.5,0,145105059,1813813237.5,NAC,0,0
,5350,Impact Shares Trust I NAACP Minority Empowerment,0,0,0,0,20.438,0,0,0.0,NACP,0,0
Financial Services,5351,Nuveen Quality Municipal Income Fund,0,0,0,0,12.56,0,201882267,2535641273.52,NAD,0,0
,5353,Direxion Daily Homebuilders & Supplies Bull 3X Shares,0,0,0,0,35.7,0,950000,33915000.0,NAIL,0,0
Basic Materials,5354,Northern Dynasty Minerals Ltd.,-9546605.419,0,-18.012557584894147,0,0.55,-1.5699514348052435,312652327,171958779.85000002,NAK,-0.030534253528840677,0
Consumer Cyclical,5355,Naked Brand Group Limited,0,0,0,0,2.12,0,22958378,48671761.36,NAKD,0,0
Financial Services,5356,Nuveen New York Quality Municipal Income Fund,0,0,0,0,12.14,0,31126546,377876268.44,NAN,0,0
,5358,SPDR S&P North American Natural Resources,0,0,0,0,34.47,0,20850000,718699500.0,NANR,0,0
Financial Services,5372,Nuveen Arizona Quality Municipal Income Fund,0,0,0,1.8399055624868752,11.55,102.61177918424754,11698658,135119499.9,NAZ,0,0
Financial Services,5373,Nuveen Build America Bond Fund of Beneficial Interest,0,0,0,0,19.72,0,26461985,521830344.2,NBB,0,0
Financial Services,5374,Nuveen Build America Bond Opportunity Fund of Beneficial Interest,0,0,0,0,21.25,0,7205250,153111562.5,NBD,0,0
Financial Services,5376,Neuberger Berman Municipal Fund Inc.,0,0,0,-0.5753782719140007,12.987,-0.7683465539353062,18801383,244173561.021,NBH,0,0
Financial Services,5382,Neuberger Berman New York Municipal Fund Inc.,0,0,0,-0.6233285000805542,11.14,-0.906518786781349,5551044,61838630.160000004,NBO,0,0
Energy,5384,Nabors Industries Ltd. 6.00% Mandatory Convertible Preferred Shares Series A,-607829000.0,2866494000.0,-0.0,0.1510189919469046,46.15,0.4689825218355666,0,0.0,NBR-A,0,0.0
Financial Services,5387,Neuberger Berman California Municipal Fund Inc,0,0,0,-0.5971953578336557,12.25,-0.827765163801492,5551044,68000289.0,NBW,0,0
Financial Services,5390,Nuveen California Municipal Value Fund Inc.,0,0,0,0,9.09,0,28090999,255347180.91,NCA,0,0
Financial Services,5391,Nuveen California Municipal Value Fund 2 of Beneficial Interest,0,0,0,3.258727948341308,15.52,13.678154885536257,3299377,51206331.04,NCB,0,0
Healthcare,5396,NuCana plc,-14282663.714000002,0,-46.19563809748325,0,20.5,-3.179760450902073,32185208,659796764.0,NCNA,-0.4437648411034038,0
Technology,5401,The9 Limited,0,0,0,0.38982707612240697,1.36,0.7875038506324056,7727107,10508865.520000001,NCTY,0,0
Financial Services,5402,AllianzGI Convertible & Income Fund,0,0,0,0,6.9,0,89248130,615812097.0,NCV,0,0
,5403,AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),0,0,0,0,24.47,0,0,0.0,NCV-A,0,0
Financial Services,5404,AllianzGI Convertible & Income Fund II of Beneficial Interest,0,0,0,0,6.02,0,75272025,453137590.49999994,NCZ,0,0
,5405,,0,0,0,0,24.27,0,0,0.0,NCZ-A,0,0
Financial Services,5408,Tortoise Energy Independence Fund Inc.,0,0,0,0,12.1,0,14633000,177059300.0,NDP,0,0
,5410,ENDRA Life Sciences Inc. Warrants,0,0,0,0,0.5362,0,0,0.0,NDRAW,0,0
Financial Services,5413,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,0,0,0,2.012643602152866,12.19,2.291822185432576,262776347,3203243669.93,NEA,0,0
,5414,iShares Short Maturity Bond,0,0,0,0,50.11,0,91050000,4562515500.0,NEAR,0,0
Industrials,5415,Nebula Acquisition Corporation,980477.0,0,80.28950965703429,0,9.72,0,8098973,78722017.56,NEBU,0.1210618926621931,0
Industrials,5416,Nebula Acquisition Corporation Unit,980477.0,0,0.0,0,10.152,0,0,0.0,NEBUU,0,0
,5417,Nebula Acquisition Corporation Warrant,0,0,0,0,1.39,0,0,0.0,NEBUW,0,0
,5419,NextEra Energy Inc. Series I Junior Subordinated Debentures due November 15 2072,0,0,0,0,22.33,0,0,0.0,NEE-I,0,0
,5420,NextEra Energy Inc. Series J Junior Subordinated Debentures due January 15 2073,0,0,0,0,22.18,0,0,0.0,NEE-J,0,0
,5421,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,0,0,0,0,23.41,0,0,0.0,NEE-K,0,0
Utilities,5422,NextEra Energy Inc. Corporate Units expiring 09/01/2019,8225000000.0,16750000000.0,0.0,0.06437635406994738,58.25,0.8468406593406593,0,0.0,NEE-R,0,0.0
Healthcare,5431,Minerva Neurosciences Inc,-36046258.0,0,-11.348454495609504,0,10.55,-0.015391505052669363,38774343,409069318.65000004,NERV,-0.9296420057974935,0
Industrials,5433,National Energy Services Reunited Corp.,-1851707.0,0,-478.24772447800865,0,10.35,0,85562769,885574659.15,NESR,-0.02164150391159033,0
,5434,National Energy Services Reunited Corp. Warrant,0,0,0,0,1.74,0,0,0.0,NESRW,0,0
Financial Services,5438,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,0,0,0,0,12.63,0,24950068,315119358.84000003,NEV,0,0
Industrials,5440,Newater Technology Inc.,0,0,0,1.0635238373901166,8.59,0.06459699554591325,10809000,92849310.0,NEWA,0,0
,5444,Newtek Business Services Corp. 6.25% Notes Due 2023,0,0,0,0,25.55,0,0,0.0,NEWTI,0,0
,5445,,0,0,0,0,25.3274,0,0,0.0,NEWTZ,0,0
Energy,5447,NextDecade Corporation,-50167000.0,0,-11.478116559291964,0,5.29,-80.26561428854055,108851167,575822673.43,NEXT,-0.4608770064908905,0
Industrials,5449,New Frontier Corporation Class A,0,0,0,0,9.63,0,0,0.0,NFC,0,0
,5450,New Frontier Corporation Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,0,0,0,0,1.18,0,0,0.0,NFC+,0,0
Industrials,5451,New Frontier Corporation Units each consisting of one Class A Ordinary Share and one half of one Warrant,0,0,0,0,10.2,0,0,0.0,NFC=,0,0
Financial Services,5454,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,0,0,0,0,12.81,0,94801581,1214408252.6100001,NFJ,0,0
,5455,Virtus Newfleet Multi-Sector Bond,0,0,0,0,24.04,0,4600004,110584096.16,NFLT,0,0
,5457,Invesco Insider Sentiment,0,0,0,0,65.241,0,1100800,71817292.8,NFO,0,0
,5458,FlexShares STOXX Global Broad Infrastructure Index Fund,0,0,0,0,46.63,0,16950001,790378546.63,NFRA,0,0
,5459,First Trust India Nifty 50 Equal Weight ETF,0,0,0,0,31.745,0,100002,3174563.49,NFTY,0,0
Basic Materials,5461,Novagold Resources Inc.,-116489000.0,0,-11.047453045180232,0,3.99,-0.15275069432133784,322533022,1286906757.78,NG,-0.36116922006206237,0
,5463,Global X MSCI Nigeria,0,0,0,0,18.169,0,3112802,56556499.538,NGE,0,0
Utilities,5464,National Grid Transco PLC PLC (NEW) American Depositary Shares,0,0,0,0.13278033192621402,52.14,-0.4913822384562384,679713658,35440270128.12,NGG,0,0
Financial Services,5466,National General Holdings Corp Depositary Shares each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock Series C,173816000.0,4430838000.0,0.0,0.25746997847111425,24,-0.385393923909509,0,0.0,NGHCN,0,0.0
Financial Services,5467,National General Holdings Corp Depositary Shares,173816000.0,4430838000.0,0.0,0.25746997847111425,24.28,-0.385393923909509,0,0.0,NGHCO,0,0.0
,5469,,0,0,0,0,25.3,0,0,0.0,NGHCZ,0,0
Energy,5471,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,-176059000.0,19345586000.0,-0.0,0.3271705886273839,24,-1.5171772157440784,0,0.0,NGL-B,0,0.0
Energy,5472,Targa Resources Partners LP 9.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing preferred equity interests,-592600000.0,8124600000.0,-0.0,0.004850869552158112,26.6,-8.514598540145986,0,0.0,NGLS-A,0,0.0
Financial Services,5477,Nuveen Municipal 2021 Target Term Fund Fund,0,0,0,0,9.36,0,8622711,80708574.96,NHA,0,0
Financial Services,5479,NexPoint Strategic Opportunities Fund,0,0,0,0,22.27,0,22792781,507595232.87,NHF,0,0
,5482,National Holdings Corporation Warrants,0,0,0,0,0.5204,0,0,0.0,NHLDW,0,0
Financial Services,5483,Neuberger Berman High Yield Strategies Fund,0,0,0,0,10.77,0,19540585,210452100.45,NHS,0,0
,5486,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN,0,0,0,0,24.48,0,897320,21966393.6,NIB,0,0
Financial Services,5489,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,0,0,0,0,12.34,0,46909660,578865204.4,NID,0,0
Financial Services,5490,AllianzGI Equity & Convertible Income Fund,0,0,0,0,22.05,0,27708965,610982678.25,NIE,0,0
Financial Services,5492,Nuveen Select Maturities Municipal Fund,0,0,0,0,9.56,0,12445363,118977670.28,NIM,0,0
