sector,index,name,netIncome,totalRevenue,marketCap_netIncome,growth_revenue,currentPrice,growth_income,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
,7171,Global X Social Media ETF,0,0,0,0,31.77,0,4150000,131845500.0,SOCL,0,0
Real Estate,7176,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,688322.0,168218260.0,0.0,0.009296568477742188,25.8925,-0.5225041976182563,0,0.0,SOHOB,0,0.0
,7177,Sotherly Hotels LP 7.25% Senior Unsecured Notes Due 2021,0,0,0,0,25.8285,0,0,0.0,SOHOK,0,0
Real Estate,7178,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,688322.0,168218260.0,0.0,0.009296568477742188,25.45,-0.5225041976182563,0,0.0,SOHOO,0,0.0
,7181,Global X Fertilizers/Potash,0,0,0,0,10.8743,0,1499597,16307067.6571,SOIL,0,0
,7182,,0,0,0,0,26.17,0,0,0.0,SOJA,0,0
,7183,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,0,0,0,0,24.3,0,0,0.0,SOJB,0,0
,7184,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,0,0,0,0,23.9,0,0,0.0,SOJC,0,0
,7187,Electrameccanica Vehicles Corp. Ltd. Warrants,0,0,0,0,0.3875,0,0,0.0,SOLOW,0,0
Financial Services,7192,Source Capital Inc.,0,0,0,0,40.25,0,8614529,346734792.25,SOR,0,0
,7194,Cambria Sovereign Bond,0,0,0,0,24.28,0,0,0.0,SOVB,0,0
,7195,Direxion Daily Semiconductor Bull 3x Shares,0,0,0,0,156.27,0,4100004,640707625.08,SOXL,0,0
,7196,Direxion Daily Semiconductor Bear 3x Shares,0,0,0,0,9.74,0,100000,974000.0,SOXS,0,0
,7197,iShares PHLX SOX Semiconductor Sector Index Fund,0,0,0,0,186.25,0,9950000,1853187500.0,SOXX,0,0
,7198,Teucrium Soybean Fund ETV,0,0,0,0,15.2952,0,1825004,27913801.1808,SOYB,0,0
,7201,SPDR Portfolio Aggregate Bond,0,0,0,0,27.67,0,108800264,3010503304.88,SPAB,0,0
,7202,Spartan Energy Acquisition Corp Units (each consisting of one Class A Common Stock and one-third of one Warrant),0,0,0,0,10.15,0,0,0.0,SPAQ=,0,0
,7206,Direxion Daily S&P 500 Bear 1X Shares,0,0,0,0,27.9,0,1100001,30690027.9,SPDN,0,0
,7207,AAM S&P 500 High Dividend Value,0,0,0,0,27.7526,0,450000,12488670.0,SPDV,0,0
,7208,SPDR Portfolio Developed World ex-US,0,0,0,0,30.57,0,104200000,3185394000.0,SPDW,0,0
Financial Services,7209,Special Opportunities Fund Inc,0,0,0,0,15.01,0,8508550,127713335.5,SPE,0,0
Financial Services,7210,Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock Series B,0,0,0,0,25.64,0,0,0.0,SPE-B,0,0
,7211,SPDR Index Shares Fund Portfolio Emerging Markets,0,0,0,0,34.17,0,42700000,1459059000.0,SPEM,0,0
,7213,Global X SuperIncome Preferred,0,0,0,0,11.95,0,17101396,204361682.2,SPFF,0,0
,7218,Invesco S&P 500 High Beta,0,0,0,0,44.8568,0,4000000,179427200.0,SPHB,0,0
,7219,Invesco S&P 500 High Dividend Low Volatility,0,0,0,0,42.08,0,63750000,2682600000.0,SPHD,0,0
,7220,Invesco S&P 500 Quality,0,0,0,0,32.6,0,42350000,1380610000.0,SPHQ,0,0
Healthcare,7221,Sophiris Bio Inc.,-16044000.0,0,-4.804571907255049,0,2.56,-0.22715872447151558,30111153,77084551.68,SPHS,-0.5328258270282775,0
,7223,SPDR Portfolio Intermediate Term Corporate Bond,0,0,0,0,33.24,0,103600072,3443666393.28,SPIB,0,0
Utilities,7225,Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,10679000.0,969251000.0,0.0,0.45977570756744596,24.4,0.3053170866795901,0,0.0,SPKEP,0,0.0
,7226,SPDR Portfolio Long Term Corporate Bond,0,0,0,0,26.09,0,13149986,343083134.74,SPLB,0,0
,7227,SPDR Series Trust Portfolio Large Cap,0,0,0,0,34.16,0,49150000,1678963999.9999998,SPLG,0,0
Industrials,7230,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,-3223000.0,1490999000.0,-0.0,0.17917423331548563,22.66,-1.0024132730015083,0,0.0,SPLP-A,0,0.0
,7231,Invesco S&P 500 Low Volatility,0,0,0,0,50.25,0,148400000,7457100000.0,SPLV,0,0
,7232,SPDR Portfolio Mid Cap,0,0,0,0,36.68,0,29150000,1069222000.0,SPMD,0,0
,7233,Invesco S&P 500 Momentum,0,0,0,0,40.089,0,1250001,50111290.089,SPMO,0,0
,7234,Invesco S&P 500 Minimum Variance,0,0,0,0,29.48,0,50001,1474029.48,SPMV,0,0
,7245,SPDR Portfolio Short Term Corporate Bond,0,0,0,0,30.17,0,152000000,4585840000.0,SPSB,0,0
,7247,SPDR Portfolio Small Cap,0,0,0,0,33.62,0,47600000,1600311999.9999998,SPSM,0,0
,7248,SPDR Portfolio Long Term Treasury,0,0,0,0,33.81,0,31800000,1075158000.0,SPTL,0,0
,7249,SPDR Portfolio Total Stock Market,0,0,0,0,36.3,0,70100216,2544637840.7999997,SPTM,0,0
,7251,SPDR Portfolio Short Term Treasury,0,0,0,0,29.415,0,18300000,538294500.0,SPTS,0,0
,7252,Direxion Daily S&P 500 Bull 2X Shares,0,0,0,0,58.1499,0,133236,7747660.076400001,SPUU,0,0
,7253,Invesco S&P 500 Value With Momentum,0,0,0,0,29.438,0,100001,2943829.438,SPVM,0,0
,7254,Invesco S&P 500 Enhanced Value,0,0,0,0,36.18,0,750001,27135036.18,SPVU,0,0
,7257,ProShares S&P 500 Bond,0,0,0,0,80.11,0,400001,32044080.11,SPXB,0,0
,7259,ProShares S&P 500 Ex-Energy,0,0,0,0,60.82,0,125001,7602560.82,SPXE,0,0
,7260,Direxion Daily S&P 500 Bull 3X Shares,0,0,0,0,53.92,0,21600000,1164672000.0,SPXL,0,0
,7261,ProShares S&P 500 Ex-Financials,0,0,0,0,59.89,0,25001,1497309.8900000001,SPXN,0,0
,7262,Direxion Daily S&P 500 Bear 3X,0,0,0,0,21.63,0,3100000,67053000.0,SPXS,0,0
,7263,ProShares S&P 500 Ex-Technology,0,0,0,0,54.913,0,50001,2745704.9129999997,SPXT,0,0
,7264,ProShares UltraPro Short S&P500,0,0,0,0,32.7,0,14548634,475740331.8,SPXU,0,0
,7265,ProShares S&P 500 Ex-Health Care,0,0,0,0,60.55,0,25001,1513810.5499999998,SPXV,0,0
Financial Services,7266,Nuveen S&P 500 Dynamic Overwrite Fund,0,0,0,0,16.8,0,16373153,275068970.40000004,SPXX,0,0
,7267,SPDR S&P 500,0,0,0,0,290.91,0,938982116,273159287365.56003,SPY,0,0
,7268,SPDR S&P 500 Buyback,0,0,0,0,67.1074,0,650000,43619810.0,SPYB,0,0
,7269,SPDR Series Trust Portfolio S&P 500 High Dividend,0,0,0,0,38.52,0,17800000,685656000.0,SPYD,0,0
,7270,SPDR Series Trust Portfolio S&P 500 Growth,0,0,0,0,37.95,0,94450108,3584381598.6000004,SPYG,0,0
,7271,SPDR Series Trust Portfolio S&P 500 Value,0,0,0,0,31.54,0,49602864,1564474330.56,SPYV,0,0
,7272,SPDR S&P 500 Fossil Fuel Reserves Free,0,0,0,0,70.81,0,4350000,308023500.0,SPYX,0,0
,7275,Legg Mason Small-Cap Quality Value ETF,0,0,0,0,30.15,0,0,0.0,SQLV,0,0
,7278,ProShares UltraPro Short QQQ,0,0,0,0,11.8,0,53135293,626996457.4000001,SQQQ,0,0
Real Estate,7282,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,88995000.0,602635000.0,0.0,-0.02480997822074889,23.084,-0.208299981528231,0,0.0,SRC-A,0,0.0
Utilities,7288,Sempra Energy 6% Mandatory Convertible Preferred Stock Series A,-604000000.0,11169000000.0,-0.0,0.10055975645683983,103.39,-0.812545587162655,0,0.0,SRE-A,0,0.0
Utilities,7289,Sempra Energy 6.75% Mandatory Convertible Preferred Stock Series B,-604000000.0,11169000000.0,-0.0,0.10055975645683983,103.6,-0.812545587162655,0,0.0,SRE-B,0,0.0
,7290,Global X SuperDividend REIT ETF,0,0,0,0,15.305,0,200000,3061000.0,SRET,0,0
Financial Services,7292,Cushing Energy Income Fund of Beneficial Interest,0,0,0,0,9.24,0,2474989,22868898.36,SRF,0,0
Real Estate,7294,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,-29140000.0,220773000.0,-0.0,-0.030791317146143145,24.8708,0.43050545017262115,0,0.0,SRG-A,0,0.0
,7296,SPDR Blackstone GSO Senior Loan,0,0,0,0,47.23,0,71250000,3365137500.0,SRLN,0,0
Healthcare,7300,Sierra Oncology Inc.,-44079000.0,0,-3.086500402232356,0,1.83,-0.12225541604863475,74344181,136049851.23000002,SRRA,-0.5929045072135505,0
Healthcare,7301,Scholar Rock Holding Corporation,-34208000.0,0,-18.89881744738073,0,25.61,0.542234836798914,25243684,646490747.24,SRRK,-1.3551112428756438,0
,7302,ProShares UltraShort Real Estate,0,0,0,0,27.03,0,745837,20159974.11,SRS,0,0
,7305,Sensus Healthcare Inc. Warrant,0,0,0,0,1.3,0,0,0.0,SRTSW,0,0
,7306,ProShares UltraPro Short Russell2000,0,0,0,0,21.5,0,2763142,59407553.0,SRTY,0,0
Financial Services,7307,Cushing MLP & Infrastructure Total Return Fund,0,0,0,0,11.92,0,6734302,80272879.84,SRV,0,0
,7308,Pacer Benchmark Data & Infrastructure Real Estate SCTR,0,0,0,0,26.9428,0,100000,2694280.0,SRVR,0,0
,7314,ProShares UltraShort Semiconductors,0,0,0,0,15.93,0,212940,3392134.1999999997,SSG,0,0
Energy,7317,Sasol Ltd. American Depositary Shares,0,0,0,0.003917497362556564,37.11,-0.5913440652851328,629475729,23359844303.19,SSL,0,0
Consumer Cyclical,7318,SSLJ.com Limited,0,0,0,2.0110182303541153,0.6,0.8003130965043932,44000000,26400000.0,SSLJ,0,0
,7321,ProShares Ultra S&P500,0,0,0,0,126.85,0,20850000,2644822500.0,SSO,0,0
Industrials,7329,Seaspan Corporation 8.20% Cumulative Redeemable Perpetual Preferred Shares - Series G,242659000.0,931832000.0,0.0,-0.0530592717890888,25.411,-2.2603442199670596,0,0.0,SSW-G,0,0.0
Industrials,7330,Seaspan Corporation 7.875% Cumulative Redeemable Perpetual Preferred Shares - Series H,242659000.0,931832000.0,0.0,-0.0530592717890888,24.51,-2.2603442199670596,0,0.0,SSW-H,0,0.0
,7331,Seaspan Corporation 7.125% Notes due 2027,0,0,0,0,25.09,0,0,0.0,SSWA,0,0
,7332,Seaspan Corporation 6.375% Notes due 2019,0,0,0,0,25.4,0,0,0.0,SSWN,0,0
Real Estate,7339,Stag Industrial Inc. 6.875% Series C Cumulative Redeemable Preferred Stock,68434000.0,328171000.0,0.0,0.20317851048780586,25.959,-0.09444074277933892,0,0.0,STAG-C,0,0.0
Financial Services,7353,SunTrust Banks Inc. Class A Warrant (Expiring December 31 2018),2643000000.0,8991000000.0,0.0,0.03207810320781032,37.87,0.2103301384451544,0,0.0,STI+A,0,0.0
Financial Services,7354,SunTrust Banks Inc. Class B Warrant (Expiring November 14 2018),2643000000.0,8991000000.0,0.0,0.03207810320781032,24.29,0.2103301384451544,0,0.0,STI+B,0,0.0
,7357,iShares 0-5 Year TIPS Bond,0,0,0,0,98.6,0,20300000,2001580000.0,STIP,0,0
Financial Services,7358,Columbia Seligman Premium Technology Growth Fund Inc,0,0,0,2.5754596153953497,21.2,2.9243458026827054,15378472,326023606.4,STK,0,0
Financial Services,7362,Sterling Bancorp Depositary Shares Series A,224677000.0,917207000.0,0.0,0.34736857609372634,26.68,-0.3353599291286829,0,0.0,STL-A,0,0.0
Industrials,7364,Stellar Acquisition III Inc.,-485268.0,0,-61.31241917620778,0,10.5601,2.407000853762654,2817488,29752955.0288,STLR,-0.17223427393479582,0
Industrials,7365,Stellar Acquisition III Inc. Unit,-485268.0,0,-0.0,0,10.55,2.407000853762654,0,0.0,STLRU,0,0
,7366,Stellar Acquisition III Inc. Warrants,0,0,0,0,0.15,0,0,0.0,STLRW,0,0
Industrials,7373,Sentinel Energy Services Inc.,2079719.0,0,47.403928973096846,0,9.84,0,10018989,98586851.76,STNL,0.2075777306472739,0
Industrials,7374,Sentinel Energy Services Inc. Unit,2079719.0,0,0.0,0,10.2347,0,0,0.0,STNLU,0,0
,7375,Sentinel Energy Services Inc. Warrant,0,0,0,0,1.2438,0,0,0.0,STNLW,0,0
,7378,SPDR DoubleLine Short Duration Total Return Tactical,0,0,0,0,48.73,0,1750000,85277500.0,STOT,0,0
,7379,iPath US Treasury Steepener ETN,0,0,0,0,29.45,0,83000,2444350.0,STPP,0,0
,7380,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,0,0,0,0,51.24,0,16170000,828550800.0,STPZ,0,0
Financial Services,7387,State Street Corporation Dep Shs Representing 1/4000 Ownership Int In Sh Non Cum (Perpertual Pfd Stk Ser C),2450000000.0,10720000000.0,0.0,0.10158353980394269,24.765,0.015865608959402706,0,0.0,STT-C,0,0.0
Financial Services,7388,State Street Corporation Depositary Shares Series D,2450000000.0,10720000000.0,0.0,0.10158353980394269,26.5301,0.015865608959402706,0,0.0,STT-D,0,0.0
Financial Services,7389,State Street Corporation Depository Shares Series E,2450000000.0,10720000000.0,0.0,0.10158353980394269,25.74,0.015865608959402706,0,0.0,STT-E,0,0.0
Financial Services,7390,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,2450000000.0,10720000000.0,0.0,0.10158353980394269,25.9201,0.015865608959402706,0,0.0,STT-G,0,0.0
,7397,iShares Short-Term National Muni Bond,0,0,0,0,104.7,0,15400000,1612380000.0,SUB,0,0
,7408,iShares MSCI USA ESG Select,0,0,0,0,119.21,0,6600000,786786000.0,SUSA,0,0
,7409,iShares ESG 1-5 Year USD Corporate Bond ETF,0,0,0,0,24.54,0,1600000,39264000.0,SUSB,0,0
,7410,iShares ESG USD Corporate Bond ETF,0,0,0,0,24.1628,0,700000,16913960.0,SUSC,0,0
Healthcare,7414,Savara Inc.,-51764000.0,0,-7.60678761842207,0,11.22,-0.17459833795013852,35094274,393757754.28000003,SVRA,-1.4749984570132437,0
,7418,ProShares Short VIX Short Term Futures,0,0,0,0,57.35,0,7700000,441595000.0,SVXY,0,0
,7420,ALPS/Dorsey Wright Sector Momentum ETF,0,0,0,0,32.8115,0,350002,11484090.623000002,SWIN,0,0
Industrials,7422,Stanley Black & Decker Inc. 5.75% Junior Subordinated Debenture due 2052,1019900000.0,13565000000.0,0.0,0.11749905758795115,25.11,0.27007148036879725,0,0.0,SWJ,0,0.0
Industrials,7427,Stanley Black & Decker Inc. Corporate Units,1019900000.0,13565000000.0,0.0,0.11749905758795115,113.1,0.27007148036879725,0,0.0,SWP,0,0.0
Financial Services,7429,Swiss Helvetia Fund Inc. (The),0,0,0,0,8.62,0,25313872,218205576.64,SWZ,0,0
,7437,SPDR MFS Systematic Core Equity,0,0,0,0,81.56,0,350000,28546000.0,SYE,0,0
,7439,SPDR MFS Systematic Growth Equity,0,0,0,0,85.63,0,550000,47096500.0,SYG,0,0
,7442,Cambria Shareholder Yield,0,0,0,0,40.1412,0,7000000,280988400.0,SYLD,0,0
Healthcare,7444,Synthetic Biologics Inc.,-14585000.0,0,-0.5444082440863901,0,2.09,-0.44325811777655477,3799136,7940194.239999999,SYN,-3.839030769101185,0
,7452,SPDR MFS Systematic Value Equity,0,0,0,0,69.605,0,550000,38282750.0,SYV,0,0
Financial Services,7455,Cushing Renaissance Fund (The) of Beneficial Interest,0,0,0,0,19.05,0,7805143,148687974.15,SZC,0,0
,7456,ProShares UltraShort Consumer Goods,0,0,0,0,14.4288,0,162457,2344059.5616,SZK,0,0
,7457,Pacer CFRA-Stovall Equal Weight Seasonal Rotation,0,0,0,0,26.16,0,100000,2616000.0,SZNE,0,0
,7458,DB Crude Oil Short ETN due June 1 2038,0,0,0,0,60.01,0,27300,1638273.0,SZO,0,0
Consumer Cyclical,7463,Del Taco Restaurants Inc. Warrants,47742000.0,487897000.0,0.0,0.042852750490507276,2.25,1.3846889494572754,0,0.0,TACOW,0,0.0
,7465,Teucrium Agricultural Fund ETV,0,0,0,0,20.0785,0,75002,1505927.657,TAGS,0,0
,7467,Cambria Tail Risk,0,0,0,0,20.1,0,0,0.0,TAIL,0,0
,7471,Talos Energy Inc. Warrants,0,0,0,0,4.1,0,0,0.0,TALO+,0,0
,7472,Invesco Solar,0,0,0,0,21.06,0,16008000,337128480.0,TAN,0,0
Basic Materials,7473,Tantech Holdings Ltd.,0,0,0,-0.09611270785765035,1.61,-0.12375085799828854,28703242,46212219.620000005,TANH,0,0
Consumer Cyclical,7474,TravelCenters of America LLC 8.25% Senior Notes due 2028,-2391000.0,6583368000.0,-0.0,0.09801275718260588,25.2324,-5.589692765113974,0,0.0,TANNI,0,0.0
,7475,,0,0,0,0,24.7399,0,0,0.0,TANNL,0,0
,7476,,0,0,0,0,24.899,0,0,0.0,TANNZ,0,0
,7477,Invesco China Real Estate,0,0,0,0,27.071,0,1860000,50352060.0,TAO,0,0
,7481,Barclays Inverse US Treasury Composite ETN,0,0,0,0,28.98,0,635000,18402300.0,TAPR,0,0
,7488,AT&T Inc. 5.350% Global Notes due 2066,0,0,0,0,24.92,0,0,0.0,TBB,0,0
,7490,,0,0,0,0,24.82,0,0,0.0,TBC,0,0
,7491,ProShares Short 20+ Year Treasury,0,0,0,0,23.42,0,23950000,560909000.0,TBF,0,0
Healthcare,7493,Translate Bio Inc.,-80599000.0,0,-5.79680258439931,0,10.35,1.4886882912577721,45141690,467216491.5,TBIO,-1.7854670483094452,0
,7495,Tortoise Global Water ESG Fund,0,0,0,0,29.1699,0,150000,4375485.0,TBLU,0,0
Industrials,7498,Thunder Bridge Acquisition Ltd.,-4648.0,0,-16275.848709122203,0,9.7,0,7798984,75650144.8,TBRG,-0.0005959750654700663,0
Industrials,7499,Thunder Bridge Acquisition Ltd. Unit,-4648.0,0,-0.0,0,10.16,0,0,0.0,TBRGU,0,0
,7500,Thunder Bridge Acquisition Ltd. Warrant,0,0,0,0,0.45,0,0,0.0,TBRGW,0,0
,7501,ProShares UltraShort Lehman 20 Year Treasury,0,0,0,0,38.32,0,46006929,1762985519.28,TBT,0,0
,7502,ProShares Short 7 10 Year Treasury,0,0,0,0,29.49,0,2800000,82572000.0,TBX,0,0
,7504,Texas Capital Bancshares Inc. 6.50% Subordinated Notes due 2042,0,0,0,0,25.77,0,0,0.0,TCBIL,0,0
Financial Services,7506,Texas Capital Bancshares Inc. Warrants 01/16/2019,246807000.0,922122000.0,0.0,0.19408377038169683,77,0.2703988550725572,0,0.0,TCBIW,0,0.0
Healthcare,7509,Tricida Inc.,-48075000.0,0,-31.119901104108163,0,35.54,0.4411364350284458,42095927,1496089245.58,TCDA,-1.1420344775873448,0
Financial Services,7511,TCF Financial Corporation Warrants,294437000.0,1408211000.0,0.0,0.043956399491584176,8.01,0.2664149271181007,0,0.0,TCF+,0,0.0
Financial Services,7512,TCF Financial Corporation Depositary Shares Series C,294437000.0,1408211000.0,0.0,0.043956399491584176,24.49,0.2664149271181007,0,0.0,TCF-D,0,0.0
Financial Services,7514,The Carlyle Group L.P.,212600000.0,2227200000.0,0.0,0.6164094446642923,23.06,37.140625,0,0.0,TCGP,0,0.0
Real Estate,7518,Taubman Centers Inc. Preferred Shares Series J,84000000.0,639667000.0,0.0,0.02711257891102379,25.18,-0.3914246717893419,0,0.0,TCO-J,0,0.0
Real Estate,7519,Taubman Centers Inc. Preferred Series K,84000000.0,639667000.0,0.0,0.02711257891102379,25.01,-0.3914246717893419,0,0.0,TCO-K,0,0.0
,7524,,0,0,0,0,25.43,0,0,0.0,TCRX,0,0
,7525,THL Credit Inc. 6.75% Notes due 2022,0,0,0,0,25.45,0,0,0.0,TCRZ,0,0
,7527,Premise Capital Frontier Advantage Diversified Tactical,0,0,0,0,31.05,0,1100000,34155000.0,TCTL,0,0
Communication Services,7530,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,178000000.0,5039000000.0,0.0,-0.011755485893416929,24.31,2.558139534883721,0,0.0,TDA,0,0.0
Industrials,7531,Trident Acquisitions Corp.,92892.0,0,742.0690565387763,0,9.8,-0.8036529680365296,7033906,68932278.80000001,TDAC,0.013206318082726725,0
Industrials,7532,Trident Acquisitions Corp. Units,92892.0,0,0.0,0,10.02,-0.8036529680365296,0,0.0,TDACU,0,0
,7533,,0,0,0,0,0.34,0,0,0.0,TDACW,0,0
Communication Services,7535,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059,178000000.0,5039000000.0,0.0,-0.011755485893416929,25.15,2.558139534883721,0,0.0,TDE,0,0.0
Financial Services,7536,Templeton Dragon Fund Inc.,0,0,0,14.871267346135465,19.42,34.31624298786751,34137226,662944928.9200001,TDF,0,0
Communication Services,7538,Telephone and Data Systems Inc. Sr Nt,178000000.0,5039000000.0,0.0,-0.011755485893416929,25.1982,2.558139534883721,0,0.0,TDI,0,0.0
,7539,First Trust NASDAQ Technology Dividend Index Fund,0,0,0,0,38.07,0,24505000,932905350.0,TDIV,0,0
Communication Services,7540,Telephone and Data Systems Inc. 7% Senior Notes due 2060,178000000.0,5039000000.0,0.0,-0.011755485893416929,25.08,2.558139534883721,0,0.0,TDJ,0,0.0
,7543,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,0,0,0,0,24.2,0,38700001,936540024.1999999,TDTF,0,0
,7544,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,0,0,0,0,23.925,0,73804000,1765760700.0,TDTT,0,0
,7546,,0,0,0,0,3.8489,0,0,0.0,TDW+A,0,0
,7547,,0,0,0,0,3.35,0,0,0.0,TDW+B,0,0
,7553,Direxion Technology Bull 3X Shares,0,0,0,0,160.47,0,5200000,834444000.0,TECL,0,0
,7554,Direxion Technology Bear 3X Shares,0,0,0,0,19.0901,0,1553291,29652480.5191,TECS,0,0
Financial Services,7557,Templeton Emerging Markets Income Fund Inc.,0,0,0,0,9.8,0,47998418,470384496.40000004,TEI,0,0
Healthcare,7562,Tenax Therapeutics Inc.,-5629336.0,0,-1.40498548361654,0,5.3969,-0.7987500837812596,1465496,7909135.362399999,TENX,-3.841249651994956,0
,7565,EquityCompass Tactical Risk Manager,0,0,0,0,23.54,0,2650002,62381047.08,TERM,0,0
,7568,ETF Industry Exposure & Financial Services,0,0,0,0,19.52,0,150034,2928663.68,TETF,0,0
,7572,SPDR Nuveen Bloomberg Barclays Municipal Bond,0,0,0,0,47.52,0,57151036,2715817230.7200003,TFI,0,0
,7573,Global X TargetIncome 5,0,0,0,0,24.83,0,0,0.0,TFIV,0,0
,7574,iShares Treasury Floating Rate Bond,0,0,0,0,50.29,0,4000000,201160000.0,TFLO,0,0
,7575,Global X TargetIncome Plus 2,0,0,0,0,24.71,0,0,0.0,TFLT,0,0
Industrials,7589,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,-884000.0,468213000.0,-0.0,0.0913924791395506,25.56,-0.7533979031742805,0,0.0,TGP-A,0,0.0
Industrials,7590,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,-884000.0,468213000.0,-0.0,0.0913924791395506,24.329,-0.7533979031742805,0,0.0,TGP-B,0,0.0
,7595,iShares Inc MSCI Thailand,0,0,0,0,93.22,0,4800000,447456000.0,THD,0,0
Financial Services,7598,The Hanover Insurance Group Inc. 6.35% Subordinated Debentures due 2053,229600000.0,5351100000.0,0.0,0.048242953617210566,25.2597,0.2005157962604771,0,0.0,THGA,0,0.0
Basic Materials,7599,International Tower Hill Mines Ltd. (Canada),-5147069.0,0,-16.696040830227847,0,0.46,-0.10549440187978018,186816683,85935674.18,THM,-0.027551441966240243,0
Financial Services,7601,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,0,0,0,0,18.68,0,42282377,789834802.36,THQ,0,0
Financial Services,7606,Tekla World Healthcare Fund Shares of Beneficial Interest,0,0,0,0,14.1,0,30400103,428641452.3,THW,0,0
Industrials,7609,Tiberius Acquisition Corporation,457941.0,0,118.49755824440267,0,9.64,9.1729088639201,5629138,54264890.32,TIBR,0.08135188726941851,0
Industrials,7610,Tiberius Acquisition Corporation Units,457941.0,0,0.0,0,10.24,9.1729088639201,0,0.0,TIBRU,0,0
,7611,Tiberius Acquisition Corporation Warrant,0,0,0,0,0.62,0,0,0.0,TIBRW,0,0
,7616,FlexShares Mornigstar US Market Factors Tilt Index Fund,0,0,0,0,120.15,0,11100001,1333665120.15,TILT,0,0
,7617,iShares TIPS Bond,0,0,0,0,110.55,0,218200000,24122010000.0,TIP,0,0
,7619,SPDR Bloomberg Barclays 1-10 Year TIPS,0,0,0,0,18.99,0,14500000,275355000.0,TIPX,0,0
,7620,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,0,0,0,0,56.55,0,930000,52591500.0,TIPZ,0,0
,7630,TKK Symphony Acquisition Corporation,0,0,0,0,9.52,0,0,0.0,TKKS,0,0
,7631,TKK Symphony Acquisition Corporation Right,0,0,0,0,0.4,0,0,0.0,TKKSR,0,0
Industrials,7632,TKK Symphony Acquisition Corporation Unit,0,0,0,0,10.15,0,0,0.0,TKKSU,0,0
,7633,TKK Symphony Acquisition Corporation Warrant,0,0,0,0,0.25,0,0,0.0,TKKSW,0,0
,7635,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,0,0,0,0,28.38,0,575001,16318528.379999999,TLDH,0,0
,7636,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund,0,0,0,0,28.28,0,300001,8484028.280000001,TLEH,0,0
,7639,iShares 10-20 Year Treasury Bond,0,0,0,0,128.52,0,4500000,578340000.0,TLH,0,0
Financial Services,7640,Western Asset Corporate Loan Fund Inc,0,0,0,0,9.99,0,9938962,99290230.38,TLI,0,0
,7647,iShares 20+ Year Treasury Bond ETF,0,0,0,0,117.31,0,75700000,8880367000.0,TLT,0,0
,7648,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,0,0,0,0,65.2532,0,16000001,1044051265.2532,TLTD,0,0
,7649,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,0,0,0,0,51.72,0,11200001,579264051.72,TLTE,0,0
Industrials,7652,Trinity Merger Corp.,441139.0,0,233.85174836049404,0,9.79,0,10537398,103161126.41999999,TMCX,0.0418641300252681,0
Industrials,7653,Trinity Merger Corp. Unit,441139.0,0,0.0,0,10.18,0,0,0.0,TMCXU,0,0
,7654,Trinity Merger Corp. Warrant,0,0,0,0,0.46,0,0,0.0,TMCXW,0,0
Healthcare,7655,Titan Medical Inc.,-33426911.0,0,-1.3812092409615713,0,2.13,0.44004929621185435,21675849,46169558.37,TMDI,-1.54212695428908,0
,7656,Direxion Daily 20-Yr Treasury Bull 3x Shrs,0,0,0,0,17.47,0,6250000,109187500.0,TMF,0,0
,7657,Motley Fool 100 Index ETF,0,0,0,0,21.89,0,6400000,140096000.0,TMFC,0,0
,7660,,0,0,0,0,26.03,0,0,0.0,TMK-C,0,0
Basic Materials,7663,Trilogy Metals Inc.,-22328000.0,0,-11.251085623432461,0,1.91,3.3406005758946935,131525780,251214239.79999998,TMQ,-0.1697613958267345,0
,7667,Direxion Daily 20-Year Treasury Bear 3X,0,0,0,0,20.92,0,18799789,393291585.88000005,TMV,0,0
